source_series,source_lens_dir,focal_mm,open,down,capture_missing,status,lensscope_maker,lensscope_name,note
ARRI:ZEISS Ultra Prime, 180mm T1.9,180.0,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,14mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,16mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,20mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,24mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,28mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,32mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,40mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,50mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,65mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
ARRI:ZEISS Ultra Prime,85mm_T1.9,,True,True,False,AUTO,ARRI / ZEISS,Ultra Prime,series exact
Alura,18-80mm_T2.6_18mm,18.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_22mm,22.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_25mm,25.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_30mm,30.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_35mm,35.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_40mm,40.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_50mm,50.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_60mm,60.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_70mm,70.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,18-80mm_T2.6_80mm,80.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 18-80 T2.6,range exact
Alura,45-250mm_T2.6 100mm,100.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6 120mm,120.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6 140mm,140.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6 160mm,160.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6 180mm,180.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6 200mm,200.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6 250mm,250.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6_45mm,45.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6_50mm,50.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6_60mm,60.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6_70mm,70.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6_80mm,80.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura,45-250mm_T2.6_90mm,90.0,True,True,False,AUTO,ARRI / FUJINON,Alura Studio Zoom 45-250 T2.6,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_15.5mm,15.5,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_18mm,18.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_20mm,20.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_22mm,22.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_25mm,25.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_28mm,28.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_30mm,30.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_32mm,32.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_35mm,35.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_40mm,40.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,15.5-45mm_T2.8_45mm,45.0,True,True,False,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 15.5-45 T2.8,range exact
Alura LIGHT WEIGHT,30-80mm_T2.8_30mm,30.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_35mm,35.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_40mm,40.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_45mm,45.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_50mm,50.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_55mm,55.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_60mm,60.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_65mm,65.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_70mm,70.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Alura LIGHT WEIGHT,30-80mm_T2.8_80mm,80.0,False,False,True,AUTO,ARRI / FUJINON,Alura Lightweight Zoom 30-80 T2.8,range exact (CSV exists; capture image absent in supplied WebP library)
Angenieux Optimo,17-80mm_T2.2_17mm,17.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_20mm,20.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_22mm,22.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_25mm,25.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_30mm,30.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_35mm,35.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_40mm,40.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_50mm,50.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_60mm,60.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,17-80mm_T2.2_80mm,80.0,True,True,False,AUTO,Angénieux,Optimo 17-80 T2.2,range exact
Angenieux Optimo,24-290mm_T2.8 105mm,105.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8 120mm,120.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8 155mm,155.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8 215mm,215.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8 290mm,290.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8_24mm,24.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8_30mm,30.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8_40mm,40.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8_55mm,55.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,24-290mm_T2.8_75mm,75.0,True,True,False,AUTO,Angénieux,Optimo 24-290 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8 100mm,100.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8 110mm,110.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8 120mm,120.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_45mm,45.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_50mm,50.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_55mm,55.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_60mm,60.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_65mm,65.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_70mm,70.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_75mm,75.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_80mm,80.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_85mm,85.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo,45-120mm_T2.8_90mm,90.0,True,True,False,AUTO,Angénieux,Optimo 45-120 T2.8,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5 100m,100.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5 120mm,120.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5 150mm,150.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5 200mm,200.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5 250mm,250.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5 350mm,350.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5 440mm,440.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5_44mm,44.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5_50mm,50.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5_60mm,60.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,44-440mm_T4.5_75mm,75.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 44-440 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5 100mm,100.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5 110mm,110.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5 120mm,120.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5 130mm,130.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5 140mm,140.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5 152mm,152.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5_56mm,56.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5_60mm,60.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5_64mm,64.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5_70mm,70.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5_80mm,80.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Anamorphic,56-152mm_T4.5_90mm,90.0,True,True,False,AUTO,Angénieux,Optimo Anamorphic 56-152 A2S,range exact
Angenieux Optimo Style,16-40mm_T2.8_16mm,16.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_17mm,17.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_18mm,18.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_20mm,20.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_21m,21.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_23mm,23.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_25mm,25.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_27mm,27.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_30mm,30.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_33mm,33.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,16-40mm_T2.8_40mm,40.0,True,True,False,AUTO,Angénieux,Optimo Style 16-40 T2.8,range exact
Angenieux Optimo Style,25-250mm_T3.5 100mm,100.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5 125mm,125.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5 150mm,150.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5 200mm,200.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5 250mm,250.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_25mm,25.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_30mm,30.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_35mm,35.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_40mm,40.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_50mm,50.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_60mm,60.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_75mm,75.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,25-250mm_T3.5_85mm,85.0,True,True,False,AUTO,Angénieux,Optimo Style 25-250 T3.5,range exact
Angenieux Optimo Style,30-76mm_T2.8_30mm,30.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_32mm,32.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_35mm,35.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_40mm,40.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_45mm,45.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_50mm,50.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_55mm,55.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_60mm,60.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_65mm,65.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_70mm,70.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,30-76mm_T2.8_76mm,76.0,True,True,False,AUTO,Angénieux,Optimo Style 30-76 T2.8,range exact
Angenieux Optimo Style,48-130mm_T3 110mm,110.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3 120mm,120.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3 130mm,130.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_48mm,48.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_55mm,55.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_60mm,60.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_65mm,65.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_70mm,70.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_75mm,75.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_80mm,80.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_85mm,85.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_90mm,90.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Style,48-130mm_T3_95mm,95.0,True,True,False,AUTO,Angénieux,Optimo Style 48-130 T3,range exact
Angenieux Optimo Ultra _U35,26-320mm_T3.1 100mm,100.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1 120mm,120.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1 150mm,150.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1 200mm,200.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1 250mm,250.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1 320mm,320.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1_26mm,26.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1_30mm,30.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1_35mm,35.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
Angenieux Optimo Ultra _U35,26-320mm_T3.1_40mm,40.0,True,True,False,AUTO,Angénieux,Optimo Ultra 12x U35,U35 26-320 range matches LensScope U35 family
